"№ ВД","OBO","Назва регіону України","Місцезнаходження та адреса приміщення для голосування","1) К-сть одержаних бюлетенів","2) К-сть невикористаних бюлетенів","3) К-сть виборців, внесених до списку виборців","4) К-сть виборців, внесених до витягу зі списку виборців","5) К-сть виборців, які отримали бюлетені у приміщенні","6) К-сть виборців, які отримали за місцем перебування","7) Сумарна к-сть виборців, які отримали бюлетені","8) К-сть бюлетенів, що виявилися у кожній скринці","9) К-сть бюлетенів, що не підлягають врахуванню","10) К-сть виборців, які взяли участь у голос. у приміщенні для гол.","11) К-сть виборців, які взяли участь у голос. за місцем перебування","12) К-сть виборців, які взяли участь у голосуванні на виборчій дільниці","13) К-сть бюлетенів, визнаних недійсними","14) Сумарна к-сть голосів виборців ЗА","Бойко
Олег
Миколайович","Васильчук
Вадим
Васильович","Власко
Олена
Володимирівна","Гавриленко
Олександр
Борисович","Голубка
Степан
Михайлович","Довгий
Олесь
Станіславович","Кочкіна
Олена
Юріївна","Мартинов
Микола
Єгорович","Опимах
Оксана
Григорівна","Ратушний
Микола
Данилович","Самойленко
Анна
Василівна","Сенченко
Сергій
Анатолійович","Сміхун
Валентин
Іванович","Столяренко
Ігор
Анатолійович","Хмель
Анатолій
Олексійович","Чобіт
Дмитро
Васильович","Чубко
Оксана
Миколаївна","Чумак
Віктор
Васильович","Швачка
Наталія
Володимирівна","Шелягов
Анатолій
Васильович","Юрченко
Олександр
Іванович","Дата підписання протоколу"
"800388","214","м.Київ","ЖРЕО-404, актова зала, 1-й поверх
вул.Миропільська, 13А, м.Київ, 02192","2360","972","2346","14","1376","12","1388","","0","1376","12","1388","70","1318","48","14","9","9","6","531","56","53","34","9","1","7","9","10","29","18","8","441","15","2","9","29.10.12"
"800389","214","м.Київ","гімназія №183 ""Фортуна"", рекреація, 1-й поверх
вул.Юності, 5, м.Київ, 02192","2164","1217","2182","7","941","6","947","","0","941","6","947","44","903","36","19","8","8","5","281","27","19","28","10","10","18","5","14","22","9","15","345","13","9","2","29.10.12"
"800390","214","м.Київ","дошкільний навчальний заклад НВК ""Домінанта"", спортивно-музична зала, 1-й поверх
вул.Олександра Бойченка, 16А, м.Київ, 02206","2288","858","2261","26","1413","17","1430","","0","1413","17","1430","75","1355","34","16","10","12","14","462","46","64","53","4","7","9","12","14","41","19","7","492","25","7","7","29.10.12"
"800391","214","м.Київ","суспільно-гуманітарна гімназія НВК ""Домінанта"", спортивна зала, 1-й поверх
вул.Юності, 1, м.Київ, 02192","2388","888","2385","5","1495","5","1500","","67","1495","5","1500","67","1433","25","27","8","10","9","476","15","61","43","5","4","13","29","10","71","14","15","558","29","4","7","29.10.12"
"800392","214","м.Київ","школа №204 НВК ""Домінанта"", хол початкової школи
вул.Юності, 3, м.Київ, 02192","2464","854","2449","10","1606","4","1610","","0","1606","4","1610","85","1525","36","18","13","7","10","420","54","53","45","11","7","7","13","10","66","43","19","654","21","14","4","30.10.12"
"800393","214","м.Київ","ЖРЕО-403, актова зала, 1-й поверх
вул.Андрія Малишка, 25/1, м.Київ, 02192","2460","936","2441","10","1516","8","1524","","0","1516","8","1524","94","1430","42","20","15","6","6","538","54","53","38","13","8","9","16","8","42","23","17","488","30","0","4","29.10.12"
"800394","214","м.Київ","ЖРЕО-403, актова зала, 1-й поверх
вул.Андрія Малишка, 25/1, м.Київ, 02192","2324","844","2312","18","1468","12","1480","","0","1468","12","1480","64","1416","49","16","15","8","5","482","43","73","38","7","5","4","12","9","73","21","17","516","17","3","3","29.10.12"
"800395","214","м.Київ","КТЗ ""Ровесник"", павільон
бульв.Перова, 2, м.Київ, 02660","1184","446","1174","7","731","7","738","","0","731","7","738","26","712","28","5","2","2","5","245","16","45","23","1","4","7","4","3","26","10","3","265","8","9","1","29.10.12"
"800396","214","м.Київ","ДНЗ №535, ігрова і спальна кімнати, 2-й поверх
вул.Генерала Жмаченка, 10, м.Київ, 02192","1344","474","1333","10","860","10","870","","0","860","10","870","46","824","19","7","2","6","2","266","26","38","19","2","8","3","5","5","37","20","5","334","10","7","3","29.10.12"
"800397","214","м.Київ","спеціалізована школа №148, вестибюль, 2-й поверх
вул.Будівельників, 37, м.Київ, 02100","1316","454","1304","11","855","7","862","","0","855","7","862","42","820","18","8","3","3","3","362","13","28","25","5","5","4","4","9","23","9","6","286","3","1","2","29.10.12"
"800398","214","м.Київ","Київська міська курортна бальнеолікарня профспілок України, хол
вул.Попудренка 34, м.Київ, 02094","2468","1030","2451","24","1419","19","1438","","0","1419","19","1438","55","1383","42","3","4","9","6","578","17","53","50","3","7","7","11","8","44","11","7","505","9","5","4","29.10.12"
"800399","214","м.Київ","школа №99, вестибюль, 1-й поверх
вул.Червоноткацька, 12, м.Київ, 02100","2248","846","2245","30","1378","24","1402","","0","1378","24","1402","80","1322","34","9","9","6","7","621","22","54","43","6","12","5","6","11","25","16","10","414","7","3","2","29.10.12"
"800400","214","м.Київ","спеціалізована школа №148, вестибюль, 2-й поверх
вул.Будівельників, 37, м.Київ, 02100","1368","501","1365","20","853","14","867","","0","853","14","867","41","826","11","13","5","1","3","306","35","15","31","3","9","3","5","2","21","23","9","319","6","4","2","29.10.12"
"800401","214","м.Київ","школа №99, вестибюль, 2-й поверх
вул.Червоноткацька, 12, м.Київ, 02100","2380","920","2368","25","1439","21","1460","","0","1439","21","1460","61","1399","47","15","6","11","7","520","24","50","42","4","9","7","7","13","39","19","8","559","4","4","4","29.10.12"
"800402","214","м.Київ","дитяча школа мистецтв №6, хол
бульв.Верховної Ради, 15, м.Київ, 02100","2452","869","2442","23","1562","21","1583","","0","1560","21","1581","50","1531","38","25","10","5","7","468","60","69","54","11","8","4","15","15","51","26","8","637","15","1","4","29.10.12"
"800403","214","м.Київ","міжшкільний навчально-виробничий комбінат ""Зміна"", фойє, 1-й поверх
вул.Краківська, 20, м.Київ, 02094","2384","926","2361","15","1447","11","1458","","0","1447","11","1458","89","1369","42","9","5","5","4","591","27","42","39","6","3","5","14","8","40","21","6","482","6","13","1","29.10.12"
"800404","214","м.Київ","спеціалізована школа №129, коридор, ліва сторона, 1-й поверх
просп.Юрія Гагаріна, 19, м.Київ, 02094","2360","1016","2343","28","1325","19","1344","","0","1325","19","1344","90","1254","29","13","9","5","9","546","25","46","29","3","10","7","5","8","54","21","12","404","13","2","4","29.10.12"
"800405","214","м.Київ","спеціалізована школа №129, коридор, ліва сторона, 2-й поверх
просп.Юрія Гагаріна, 19, м.Київ, 02094","2408","959","2423","31","1427","22","1449","","0","1427","22","1449","90","1359","49","11","7","8","26","580","37","48","39","6","6","6","10","5","43","17","8","434","10","6","3","31.10.12"
"800406","214","м.Київ","гімназія №176, вестибюль, 1-й поверх
просп.Юрія Гагаріна, 11, м.Київ, 02094","2472","1057","2450","25","1394","21","1415","","0","1394","21","1415","55","1360","24","26","4","12","7","571","30","62","50","6","5","6","4","13","34","16","9","469","2","4","6","29.10.12"
"800407","214","м.Київ","спеціалізована школа №188, коридор навчального корпусу, 1-й поверх
вул.Будівельників, 10, м.Київ, 02100","2276","985","2253","18","1277","14","1291","","0","1277","14","1291","91","1200","39","19","5","6","8","513","21","37","39","4","8","9","6","10","59","14","17","374","7","4","1","29.10.12"
"800431","214","м.Київ","спеціалізована школа №188, коридор, 1-й поверх
вул.Будівельників, 10, м.Київ, 02100","1736","841","1723","6","890","5","895","","0","890","5","895","58","837","22","8","2","5","2","297","19","33","21","4","4","7","11","13","42","11","8","322","5","0","1","29.10.12"
"800432","214","м.Київ","школа №146, вестибюль, 1-й поверх
просп.Миру, 11, м.Київ, 02105","1556","588","1543","12","959","9","968","","0","959","9","968","37","931","43","3","7","5","1","376","17","44","17","1","3","7","14","7","30","11","7","326","3","4","5","29.10.12"
"800433","214","м.Київ","гімназія №167, вестибюль, ліва сторона, 1-й поверх
просп.Возз’єднання, 12В, м.Київ, 02105","2324","940","2308","25","1364","20","1384","","0","1364","20","1384","111","1273","43","2","5","11","6","553","27","44","27","1","10","12","15","10","42","11","5","430","11","4","4","29.10.12"
"800434","214","м.Київ","школа №146, коридор, 1-й поверх
просп.Миру, 11, м.Київ, 02105","2340","1048","2320","12","1285","7","1292","","0","1285","7","1292","73","1219","39","5","3","9","5","564","18","43","27","11","5","11","7","7","35","8","7","399","4","3","9","29.10.12"
"800438","214","м.Київ","школа №128, вестибюль, права сторона, 1-й поверх
вул.Раїси Окіпної, 6, м.Київ, 02002","2072","711","2070","28","1337","24","1361","","0","1337","24","1361","45","1316","34","12","8","7","4","419","80","74","38","4","6","8","13","8","59","16","13","496","7","5","5","29.10.12"
"800439","214","м.Київ","ліцей №208, коридор прибудови, 1-й поверх
вул.Ованеса Туманяна, 2, м.Київ, 02002","2056","625","2053","26","1409","22","1431","","0","1409","22","1431","41","1390","19","17","7","8","2","453","71","74","41","3","4","6","13","7","58","17","10","565","10","4","1","29.10.12"
"800440","214","м.Київ","спеціалізована школа №125, спортивна зала, 1-й поверх
вул.Плеханова, 2, м.Київ, 02002","2068","763","2072","17","1292","13","1305","","0","1292","13","1305","88","1216","17","6","5","7","5","382","59","58","42","1","6","7","11","18","47","13","10","500","5","11","6","29.10.12"
"800441","214","м.Київ","гімназія №136, коридор, 1-й поверх
вул.Ентузіастів, 29/3, м.Київ, 02154","2148","804","2132","12","1336","8","1344","","0","1336","8","1344","71","1273","27","8","3","9","1","442","42","67","34","7","2","8","24","12","50","20","7","492","8","1","9","29.10.12"
"800442","214","м.Київ","школа №182, їдальня-актова зала, 1-й поверх
бульв.Олексія Давидова, 17, м.Київ, 02154","2248","762","2243","42","1455","31","1486","","0","1455","31","1486","53","1432","28","17","5","8","2","460","52","83","38","9","5","9","23","9","65","32","9","565","5","3","5","29.10.12"
"800443","214","м.Київ","школа №182, рекреація, 1-й поверх
бульв.Олексія Давидова, 17, м.Київ, 02154","2144","690","2141","38","1423","31","1454","","0","1423","31","1454","47","1407","15","11","4","23","4","391","62","59","36","3","6","3","12","8","69","34","7","645","8","1","6","29.10.12"
"800444","214","м.Київ","гімназія №136, коридор, 2-й поверх
вул.Ентузіастів, 29/3, м.Київ, 02154","2216","762","2194","41","1426","28","1454","","0","1426","28","1454","44","1408","34","13","4","10","8","447","70","62","51","13","5","8","35","2","60","21","10","543","6","2","4","30.10.12"
"800445","214","м.Київ","Педагогічний інститут Київського університету імені Бориса Грінченка, хол
бульв.Олексія Давидова, 18/2, м.Київ, 02154","1440","486","1423","28","932","21","953","","1","932","21","953","39","914","21","6","7","1","2","339","39","53","32","3","6","5","11","9","30","18","6","316","5","2","3","29.10.12"
"800446","214","м.Київ","спеціалізована школа №137, коридор, 3-й поверх
вул.Ентузіастів, 7/4, м.Київ, 02154","2120","769","2100","20","1335","16","1351","","0","1335","16","1351","51","1299","35","17","8","6","4","415","52","66","44","8","3","9","9","4","53","18","13","510","12","5","8","29.10.12"
"800447","214","м.Київ","спеціалізована школа №137, коридор, 1-й поверх
вул.Ентузіастів, 7/4, м.Київ, 02154","1784","521","1762","28","1240","23","1263","","0","1240","23","1263","55","1207","22","12","4","5","7","363","54","74","30","8","4","11","16","7","60","24","7","483","9","3","4","31.10.12"
"800448","214","м.Київ","спеціалізована школа №137, коридор, 2-й поверх
вул.Ентузіастів, 7/4, м.Київ, 02154","2158","818","2141","19","1326","14","1340","","0","1326","14","1340","84","1256","34","14","4","5","3","374","59","65","47","9","8","4","15","8","70","18","6","494","8","9","2","29.10.12"
"800449","214","м.Київ","школа №141, спортивна зала, 1-й поверх
бульв.Олексія Давидова, 5, м.Київ, 02154","2060","709","2060","30","1328","23","1351","","0","1328","23","1351","44","1307","43","7","1","11","4","406","61","53","36","3","6","3","18","8","54","31","10","534","6","4","8","29.10.12"
"800450","214","м.Київ","школа №141, коридор, ліва сторона, 1-й поверх
бульв.Олексія Давидова, 5, м.Київ, 02154","1272","483","1254","23","777","12","789","","0","777","12","789","27","762","22","5","1","2","1","226","38","53","17","1","2","4","4","10","42","23","7","293","2","3","6","29.10.12"
"800451","214","м.Київ","школа №141, виставковий зал, 1-й поверх
бульв.Олексія Давидова, 5, м.Київ, 02154","1380","507","1376","21","855","18","873","","0","855","18","873","34","839","16","7","2","7","3","279","31","44","22","2","10","4","12","4","36","28","8","316","3","2","3","29.10.12"
"800452","214","м.Київ","гімназія №191, фойє перед гардеробом, 1-й поверх
вул.Серафимовича, 9А, м.Київ, 02152","2348","857","2323","15","1476","15","1491","","1","1476","15","1491","57","1433","49","11","6","4","8","391","31","61","38","9","13","9","45","7","48","47","7","634","11","2","2","29.10.12"
"800453","214","м.Київ","гімназія №191, актова зала, 2-й поверх
вул.Серафимовича, 9А, м.Київ, 02152","2388","922","2373","17","1454","12","1466","","0","1454","12","1466","52","1414","33","9","4","13","9","429","42","52","32","9","7","14","32","18","48","47","10","593","8","2","3","30.10.12"
"800454","214","м.Київ","школа №81, вестибюль, ліва сторона, 2-й поверх
просп.Павла Тичини, 22А, м.Київ, 02152","2260","869","2237","14","1377","14","1391","","0","1377","14","1391","54","1337","36","4","4","7","4","323","24","56","28","5","4","10","17","8","49","27","15","704","4","7","1","29.10.12"
"800455","214","м.Київ","школа №195, коридор, права сторона, 1-й поверх
вул.Серафимовича, 17А, м.Київ, 02152","2348","903","2327","11","1438","7","1445","","0","1438","7","1445","84","1361","24","10","12","3","8","409","46","69","33","3","5","11","44","9","48","29","10","576","8","2","2","29.10.12"
"800456","214","м.Київ","школа №195, коридор, ліва сторона, 2-й поверх
вул.Серафимовича, 17А, м.Київ, 02152","1148","443","1139","10","694","8","702","","0","694","8","702","49","653","24","4","4","6","5","162","19","31","14","2","6","1","28","2","25","7","4","303","6","0","0","29.10.12"
"800457","214","м.Київ","школа №195, коридор, права сторона, 2-й поверх
вул.Серафимовича, 17А, м.Київ, 02152","1444","523","1443","8","915","6","921","","0","915","6","921","42","879","17","9","6","4","4","261","26","30","24","4","3","7","32","5","33","25","8","371","8","1","1","29.10.12"
"800458","214","м.Київ","школа №81, вестибюль, права сторона, 1-й поверх
просп.Павла Тичини, 22А, м.Київ, 02152","2240","858","2239","13","1374","8","1382","","0","1374","8","1382","103","1279","33","6","6","10","2","366","32","56","26","11","8","4","32","12","49","27","16","572","8","0","3","29.10.12"
"800459","214","м.Київ","школа №195, актова зала, 2-й поверх
вул.Серафимовича, 17А, м.Київ, 02152","2276","865","2272","13","1400","11","1411","","0","1400","11","1411","56","1355","34","7","8","11","1","397","47","58","34","3","5","11","77","16","61","31","7","532","8","4","3","29.10.12"
"800460","214","м.Київ","школа №81, вестибюль, ліва сторона, 1-й поверх
просп.Павла Тичини, 22А, м.Київ, 02152","2472","932","2464","20","1525","15","1540","","0","1525","15","1540","78","1462","32","9","8","5","4","437","48","55","33","9","6","5","47","16","43","36","14","639","5","9","2","29.10.12"
"800461","214","м.Київ","гімназія №30, спортивна зала, 1-й поверх
вул.Березняківська, 30Б, м.Київ, 02152","1944","699","1935","15","1238","7","1245","","0","1238","7","1245","52","1193","35","8","7","5","6","337","34","59","42","2","2","9","45","10","41","22","12","506","3","2","6","30.10.12"
"800462","214","м.Київ","гімназія №30, вестибюль, права сторона, 1-й поверх
вул.Березняківська, 30Б, м.Київ, 02152","2140","826","2131","21","1297","15","1312","","2","1297","15","1312","73","1239","38","8","3","8","1","342","37","53","25","9","5","5","31","10","53","21","13","559","6","6","6","29.10.12"
"800463","214","м.Київ","ЖРЕО-418, актова зала
вул.Юрія Шумського, 6Б, м.Київ, 02098","1692","682","1672","6","1005","5","1010","","0","1005","5","1010","74","936","30","7","8","4","3","239","21","69","24","3","4","11","19","7","40","23","7","399","6","3","9","29.10.12"
"800464","214","м.Київ","навчально-виховний комплекс №209 ""Сузір’я"", рекреація, права сторона, 2-й поверх
вул.Березняківська, 32, м.Київ, 02098","2012","758","1995","9","1250","4","1254","","0","1250","4","1254","57","1196","30","12","7","11","4","293","30","34","30","4","5","5","24","8","48","28","10","593","15","3","2","29.10.12"
"800465","214","м.Київ","навчально-виховний комплекс №209 ""Сузір’я"", рекреація, ліва сторона, 1-й поверх
вул.Березняківська, 32, м.Київ, 02098","2352","1017","2331","11","1325","10","1335","","0","1325","10","1335","63","1272","40","18","9","9","4","329","48","65","24","2","4","3","25","20","63","16","11","556","14","5","7","30.10.12"
"800466","214","м.Київ","школа №228, вестибюль, права сторона, 1-й поверх
вул.Березняківська, 34, м.Київ, 02098","2028","717","2022","7","1306","5","1311","","0","1306","5","1311","64","1247","33","11","4","6","5","373","38","57","25","5","6","3","16","11","52","17","14","552","13","2","4","29.10.12"
"800467","214","м.Київ","школа №228, коридор, ліва сторона, 2-й поверх
вул.Березняківська, 34, м.Київ, 02098","2276","803","2258","13","1461","12","1473","","0","1461","12","1473","82","1391","31","14","8","11","3","431","53","38","47","7","9","9","24","10","67","21","21","564","8","5","10","29.10.12"
"800468","214","м.Київ","навчально-виховний комплекс №209 ""Сузір’я"", рекреація, права сторона, 1-й поверх
вул.Березняківська, 32, м.Київ, 02098","1948","809","1939","2","1137","2","1139","","0","1136","2","1138","61","1077","38","6","5","10","5","311","29","38","20","5","5","6","21","14","34","23","7","479","12","4","5","29.10.12"
"800469","214","м.Київ","Київська міська клінічна лікарня №3, актова зала
вул.Петра Запорожця, 26, м.Київ, 02125","876","578","298","70","228","70","298","","1","228","70","298","37","261","26","1","5","3","3","72","7","20","5","1","2","5","5","9","12","2","3","67","3","2","8","29.10.12"
"800470","214","м.Київ","Київська міська клінічна лікарня №2, актова зала
вул.Краківська, 13, м.Київ, 02094","272","179","102","42","56","37","93","","0","56","37","93","10","83","9","0","2","2","0","23","4","6","4","3","2","2","1","1","3","0","0","18","2","0","1","29.10.12"
